DATE,DAY_OF_WEEK,AIRLINE_CODE,AIRLINE_COMPANY,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,AIRPORT,CITY,STATE,LATITUDE,LONGITUDE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED
2015-05-22,5,EV,Atlantic Southeast Airlines,5095,N846AS,ATL,GTR,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,19:09:00,19:02:00,23:53:00,01:06:00,0 days 01:02:00,0 days 00:44:00,241,1155,1144.0,-11.0,0,0
2015-07-10,5,EV,Atlantic Southeast Airlines,2640,N633AE,DFW,SHV,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,10:20:00,10:14:00,23:54:00,01:01:00,0 days 00:46:00,0 days 00:31:00,190,681,660.0,-21.0,0,0
2015-04-13,1,EV,Atlantic Southeast Airlines,4513,N15985,CLE,ORD,Cleveland Hopkins International Airport,Cleveland,OH,41.41089,-81.8494,06:16:00,06:05:00,23:49:00,01:28:00,0 days 01:37:00,0 days 01:04:00,315,404,402.0,-2.0,0,0
2015-05-17,7,WN,Southwest Airlines Co.,657,N261WN,SJC,SNA,Norman Y. Mineta San José International Airport,San Jose,CA,37.36186,-121.92901,12:25:00,12:39:00,00:14:00,01:15:00,0 days 01:15:00,0 days 01:03:00,342,820,834.0,14.0,0,0
2015-06-18,4,B6,JetBlue Airways,2191,N663JB,BOS,TPA,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,07:29:00,07:26:00,23:57:00,03:15:00,0 days 03:15:00,0 days 02:43:00,1185,644,641.0,-3.0,0,0
2015-10-01,4,WN,Southwest Airlines Co.,1964,N964WN,JAX,PBI,Jacksonville International Airport,Jacksonville,FL,30.49406,-81.68786,08:15:00,08:13:00,23:58:00,02:30:00,0 days 02:04:00,0 days 01:53:00,925,645,617.0,-28.0,0,0
2015-05-16,6,UA,United Air Lines Inc.,1610,N76288,IAD,BOS,Washington Dulles International Airport,Chantilly,VA,38.94453,-77.45581,17:06:00,18:11:00,01:05:00,01:34:00,0 days 03:12:00,0 days 01:05:00,413,1120,1283.0,163.0,0,0
2015-01-02,5,B6,JetBlue Airways,15,N935JB,JFK,SFO,John F. Kennedy International Airport (New York International Airport),New York,NY,40.63975,-73.77893,06:59:00,06:56:00,23:57:00,06:44:00,0 days 06:39:00,0 days 06:02:00,2586,643,635.0,-8.0,0,0
2015-05-30,6,UA,United Air Lines Inc.,373,N670UA,IAH,IAD,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,11:30:00,11:24:00,23:54:00,03:03:00,0 days 03:14:00,0 days 02:37:00,1190,933,938.0,5.0,0,0
2015-01-14,3,WN,Southwest Airlines Co.,1166,N434WN,PHX,DEN,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,20:45:00,20:47:00,00:02:00,01:45:00,0 days 01:36:00,0 days 01:24:00,602,1350,1343.0,-7.0,0,0
2015-06-14,7,UA,United Air Lines Inc.,600,N437UA,ORD,DCA,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,06:00:00,06:09:00,00:09:00,01:55:00,0 days 01:55:00,0 days 01:32:00,612,535,544.0,9.0,0,0
2015-07-12,7,AA,American Airlines Inc.,2506,N3FAAA,DFW,SNA,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,08:55:00,08:56:00,00:01:00,03:08:00,0 days 02:54:00,0 days 02:35:00,1205,603,590.0,-13.0,0,0
2015-04-29,3,WN,Southwest Airlines Co.,674,N7715E,BUF,MCO,Buffalo Niagara International Airport,Buffalo,NY,42.94052,-78.73217,15:05:00,16:14:00,01:09:00,02:40:00,0 days 02:27:00,0 days 02:13:00,1011,1065,1121.0,56.0,0,0
2015-03-25,3,WN,Southwest Airlines Co.,713,N227WN,BWI,FNT,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,11:55:00,12:18:00,00:23:00,01:35:00,0 days 01:25:00,0 days 01:12:00,452,810,823.0,13.0,0,0
2015-01-23,5,US,US Airways Inc.,1712,N672AW,SNA,PHX,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,12:40:00,12:32:00,23:52:00,01:14:00,0 days 01:31:00,0 days 00:53:00,338,894,903.0,9.0,0,0
2015-10-09,5,AA,American Airlines Inc.,314,N3MBAA,PHF,EVV,Newport News/Williamsburg International Airport,Newport News,VA,37.1319,-76.49299,20:00:00,20:08:00,00:08:00,03:23:00,0 days 03:16:00,0 days 02:45:00,1197,1343,1344.0,1.0,0,1
2015-12-12,6,WN,Southwest Airlines Co.,2699,N368SW,RSW,IND,Southwest Florida International Airport,Ft. Myers,FL,26.53617,-81.75517,09:45:00,09:41:00,23:56:00,02:30:00,0 days 02:30:00,0 days 02:14:00,945,735,731.0,-4.0,0,0
2015-07-29,3,DL,Delta Air Lines Inc.,932,N372NW,LAS,ATL,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,11:09:00,11:11:00,00:02:00,04:11:00,0 days 04:10:00,0 days 03:43:00,1747,1100,1101.0,1.0,0,0
2015-08-18,2,WN,Southwest Airlines Co.,1964,N716SW,MKE,LAS,General Mitchell International Airport,Milwaukee,WI,42.94722,-87.89658,12:55:00,12:53:00,23:58:00,03:55:00,0 days 03:41:00,0 days 03:25:00,1524,890,874.0,-16.0,0,0
2015-11-30,1,NK,Spirit Air Lines,1062,N627NK,MCO,ORD,Orlando International Airport,Orlando,FL,28.42889,-81.31603,11:10:00,11:00:00,23:50:00,03:01:00,0 days 02:58:00,0 days 02:28:00,1005,791,778.0,-13.0,0,0
2015-11-20,5,WN,Southwest Airlines Co.,579,N523SW,MSY,HOU,Louis Armstrong New Orleans International Airport,New Orleans,LA,29.99339,-90.25803,09:25:00,09:24:00,23:59:00,01:10:00,0 days 01:02:00,0 days 00:51:00,302,635,626.0,-9.0,0,0
2015-12-17,4,WN,Southwest Airlines Co.,1208,N7726A,RDU,ATL,Raleigh-Durham International Airport,Raleigh,NC,35.87764,-78.78747,06:05:00,06:03:00,23:58:00,01:30:00,0 days 01:50:00,0 days 01:27:00,356,455,473.0,18.0,0,0
2015-11-14,6,AA,American Airlines Inc.,343,N3LRAA,LGA,ORD,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,15:50:00,15:47:00,23:57:00,03:01:00,0 days 02:20:00,0 days 01:55:00,733,1071,1027.0,-44.0,0,0
2015-03-06,5,OO,Skywest Airlines Inc.,4439,N549CA,LAS,SEA,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,07:30:00,07:28:00,23:58:00,02:45:00,0 days 02:32:00,0 days 02:08:00,867,615,600.0,-15.0,0,0
2015-11-15,7,B6,JetBlue Airways,260,N316JB,PHL,BOS,Philadelphia International Airport,Philadelphia,PA,39.87195,-75.24114,14:30:00,14:20:00,23:50:00,01:15:00,0 days 01:06:00,0 days 00:51:00,280,945,926.0,-19.0,0,0
2015-05-16,6,WN,Southwest Airlines Co.,2491,N242WN,BWI,MDW,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,14:25:00,14:26:00,00:01:00,02:00:00,0 days 01:49:00,0 days 01:34:00,611,925,915.0,-10.0,0,0
2015-08-14,5,UA,United Air Lines Inc.,1241,N38446,SAN,ORD,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,22:45:00,22:51:00,00:06:00,04:04:00,0 days 03:48:00,0 days 03:28:00,1723,289,279.0,-10.0,0,0
2015-12-17,4,WN,Southwest Airlines Co.,1153,N924WN,CMH,MDW,Port Columbus International Airport,Columbus,OH,39.99799,-82.89188,18:00:00,18:07:00,00:07:00,01:15:00,0 days 01:04:00,0 days 00:49:00,283,1095,1091.0,-4.0,0,0
2015-03-07,6,WN,Southwest Airlines Co.,2442,N730SW,MCO,MDW,Orlando International Airport,Orlando,FL,28.42889,-81.31603,07:20:00,07:19:00,23:59:00,02:50:00,0 days 02:50:00,0 days 02:26:00,990,550,549.0,-1.0,0,0
2015-02-12,4,US,US Airways Inc.,690,N182UW,RSW,CLT,Southwest Florida International Airport,Ft. Myers,FL,26.53617,-81.75517,08:20:00,08:13:00,23:53:00,01:56:00,0 days 01:44:00,0 days 01:23:00,600,616,597.0,-19.0,0,0
2015-07-22,3,EV,Atlantic Southeast Airlines,5128,N979EV,MGM,ATL,Montgomery Regional Airport,Montgomery,AL,32.30064,-86.39398,05:45:00,05:42:00,23:57:00,00:48:00,0 days 00:48:00,0 days 00:33:00,147,453,450.0,-3.0,0,0
2015-01-14,3,DL,Delta Air Lines Inc.,2390,N955AT,ATL,MDT,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,15:05:00,15:05:00,00:00:00,01:50:00,0 days 01:47:00,0 days 01:28:00,620,1015,1012.0,-3.0,0,0
2015-06-23,2,UA,United Air Lines Inc.,749,N421UA,SNA,IAH,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,11:26:00,11:23:00,23:57:00,03:20:00,0 days 03:14:00,0 days 02:53:00,1346,1006,997.0,-9.0,0,0
2015-09-07,1,DL,Delta Air Lines Inc.,2434,N3735D,LAX,BNA,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,11:30:00,11:23:00,23:53:00,03:56:00,0 days 03:46:00,0 days 03:27:00,1797,1046,1029.0,-17.0,0,0
2015-12-21,1,WN,Southwest Airlines Co.,1877,N966WN,RDU,BWI,Raleigh-Durham International Airport,Raleigh,NC,35.87764,-78.78747,11:20:00,11:18:00,23:58:00,01:00:00,0 days 00:55:00,0 days 00:42:00,255,740,733.0,-7.0,0,0
2015-08-05,3,UA,United Air Lines Inc.,1038,N33266,ORD,SFO,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,15:55:00,16:51:00,00:56:00,04:39:00,0 days 04:43:00,0 days 04:25:00,1846,1114,1174.0,60.0,0,0
2015-09-08,2,EV,Atlantic Southeast Airlines,5356,N538CA,PHF,ATL,Newport News/Williamsburg International Airport,Newport News,VA,37.1319,-76.49299,12:10:00,12:05:00,23:55:00,01:49:00,0 days 01:32:00,0 days 01:16:00,508,839,817.0,-22.0,0,0
2015-02-12,4,B6,JetBlue Airways,164,N534JB,SRQ,JFK,Sarasota-Bradenton International Airport,Sarasota,FL,27.39533,-82.55411,11:32:00,11:25:00,23:53:00,02:36:00,0 days 02:19:00,0 days 02:04:00,1041,848,824.0,-24.0,0,0
2015-09-19,6,AA,American Airlines Inc.,116,N378AA,OGG,DFW,Kahului Airport,Kahului,HI,20.89865,-156.43046,20:35:00,20:24:00,23:49:00,07:21:00,0 days 07:14:00,0 days 06:53:00,3711,536,518.0,-18.0,0,0
2015-11-29,7,WN,Southwest Airlines Co.,2006,N260WN,MKE,LAS,General Mitchell International Airport,Milwaukee,WI,42.94722,-87.89658,13:40:00,13:38:00,23:58:00,04:00:00,0 days 03:45:00,0 days 03:33:00,1524,940,923.0,-17.0,0,0
2015-04-28,2,WN,Southwest Airlines Co.,552,N684WN,SLC,PHX,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,14:10:00,14:07:00,23:57:00,01:40:00,0 days 01:25:00,0 days 01:11:00,507,890,872.0,-18.0,0,0
2015-01-27,2,WN,Southwest Airlines Co.,3766,N7716A,SAN,SFO,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,07:00:00,07:03:00,00:03:00,01:30:00,0 days 01:40:00,0 days 01:12:00,447,510,523.0,13.0,0,0
2015-09-15,2,AA,American Airlines Inc.,1363,N010AA,DFW,JAC,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,11:20:00,11:28:00,00:08:00,02:48:00,0 days 02:37:00,0 days 02:25:00,1047,788,785.0,-3.0,0,0
2015-09-10,4,OO,Skywest Airlines Inc.,6206,N905SW,DEN,RAP,Denver International Airport,Denver,CO,39.85841,-104.667,07:59:00,07:54:00,23:55:00,01:16:00,0 days 01:15:00,0 days 00:48:00,300,555,549.0,-6.0,0,0
2015-04-11,6,MQ,American Eagle Airlines Inc.,3602,N647MQ,DFW,SGF,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,12:06:00,12:02:00,23:56:00,01:26:00,0 days 01:14:00,0 days 00:56:00,364,812,796.0,-16.0,0,0
2015-05-13,3,NK,Spirit Air Lines,351,N533NK,IAH,OAK,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,08:50:00,09:32:00,00:42:00,04:08:00,0 days 04:21:00,0 days 03:53:00,1628,658,713.0,55.0,0,0
2015-05-14,4,HA,Hawaiian Airlines Inc.,21,N582HA,SEA,HNL,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,08:50:00,09:34:00,00:44:00,05:55:00,0 days 06:07:00,0 days 05:31:00,2677,705,761.0,56.0,0,0
2015-12-05,6,AA,American Airlines Inc.,2027,N554UW,LAX,PHX,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,16:20:00,16:13:00,23:53:00,01:31:00,0 days 01:23:00,0 days 00:59:00,370,1131,1116.0,-15.0,0,0
2015-06-27,6,WN,Southwest Airlines Co.,4416,N7814B,DEN,ABQ,Denver International Airport,Denver,CO,39.85841,-104.667,21:25:00,21:25:00,00:00:00,01:15:00,0 days 01:04:00,0 days 00:50:00,349,1360,1349.0,-11.0,0,1
2015-04-25,6,AS,Alaska Airlines Inc.,752,N302AS,SEA,MCI,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,10:10:00,10:02:00,23:52:00,03:25:00,0 days 03:25:00,0 days 03:08:00,1489,935,927.0,-8.0,0,0
2015-12-30,3,DL,Delta Air Lines Inc.,2157,N555NW,SEA,SLC,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,13:10:00,13:11:00,00:01:00,01:57:00,0 days 02:13:00,0 days 01:38:00,689,967,984.0,17.0,0,0
2015-06-17,3,WN,Southwest Airlines Co.,4097,N706SW,IND,DEN,Indianapolis International Airport,Indianapolis,IN,39.71733,-86.29438,15:20:00,15:29:00,00:09:00,02:45:00,0 days 02:28:00,0 days 02:18:00,977,965,957.0,-8.0,0,0
2015-07-22,3,WN,Southwest Airlines Co.,357,N8633A,ABQ,MDW,Albuquerque International Sunport,Albuquerque,NM,35.04022,-106.60919,08:05:00,08:15:00,00:10:00,02:45:00,0 days 02:35:00,0 days 02:13:00,1121,710,710.0,0.0,0,0
2015-10-29,4,WN,Southwest Airlines Co.,433,N8662F,PWM,MHK,Portland International Jetport,Portland,ME,43.64617,-70.30875,07:15:00,07:14:00,23:59:00,02:45:00,0 days 02:31:00,0 days 02:14:00,1164,720,705.0,-15.0,0,1
2015-11-05,4,EV,Atlantic Southeast Airlines,2803,N879AS,DFW,LRD,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,12:30:00,15:47:00,03:17:00,01:28:00,0 days 01:41:00,0 days 01:04:00,396,838,1048.0,210.0,0,1
2015-05-03,7,OO,Skywest Airlines Inc.,5543,N956SW,BOI,SFO,Boise Airport (Boise Air Terminal),Boise,ID,43.56444,-116.22278,10:47:00,10:47:00,00:00:00,01:53:00,0 days 01:35:00,0 days 01:21:00,522,700,682.0,-18.0,0,0
2015-02-03,2,WN,Southwest Airlines Co.,4637,N723SW,STL,DEN,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,18:55:00,20:13:00,01:18:00,02:25:00,0 days 02:19:00,0 days 02:05:00,770,1220,1292.0,72.0,0,0
2015-07-06,1,EV,Atlantic Southeast Airlines,4112,N11189,IAH,DSM,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,15:49:00,16:08:00,00:19:00,02:21:00,0 days 02:17:00,0 days 01:56:00,802,1090,1105.0,15.0,0,0
2015-05-10,7,F9,Frontier Airlines Inc.,405,N934FR,DEN,LAX,Denver International Airport,Denver,CO,39.85841,-104.667,12:30:00,13:06:00,00:36:00,02:24:00,0 days 02:01:00,0 days 01:49:00,862,834,847.0,13.0,0,0
2015-03-14,6,WN,Southwest Airlines Co.,1501,N7703A,LAS,SAN,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,13:35:00,13:28:00,23:53:00,01:05:00,0 days 01:10:00,0 days 00:53:00,258,880,878.0,-2.0,0,0
2015-10-02,5,OO,Skywest Airlines Inc.,3421,N173SY,JMS,RIC,Jamestown Regional Airport,Jamestown,ND,46.92972,-98.6782,08:15:00,09:57:00,01:42:00,02:10:00,0 days 02:23:00,0 days 01:56:00,689,565,680.0,115.0,0,0
2015-11-19,4,EV,Atlantic Southeast Airlines,5602,N900EV,LFT,ATL,Lafayette Regional Airport,Lafayette,LA,30.20528,-91.98766,17:27:00,17:20:00,23:53:00,01:38:00,0 days 01:40:00,0 days 01:12:00,503,1205,1200.0,-5.0,0,1
2015-02-10,2,EV,Atlantic Southeast Airlines,5154,N738EV,MSP,PHL,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,07:08:00,07:17:00,00:09:00,02:41:00,0 days 02:33:00,0 days 02:06:00,980,649,650.0,1.0,0,1
2015-09-27,7,F9,Frontier Airlines Inc.,1308,N228FR,PHX,ORD,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,14:40:00,14:34:00,23:54:00,03:30:00,0 days 03:26:00,0 days 03:03:00,1440,1210,1200.0,-10.0,0,0
2015-05-29,5,WN,Southwest Airlines Co.,4555,N239WN,LAS,RNO,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,22:25:00,22:33:00,00:08:00,01:15:00,0 days 01:09:00,0 days 00:54:00,345,1420,1422.0,2.0,0,0
2015-11-21,6,OO,Skywest Airlines Inc.,6401,N908SW,EUG,SFO,Eugene Airport (Mahlon Sweet Field),Eugene,OR,44.12326,-123.21869,06:20:00,06:12:00,23:52:00,01:32:00,0 days 01:39:00,0 days 01:08:00,451,472,471.0,-1.0,0,0
2015-04-23,4,AA,American Airlines Inc.,1347,N574AA,PIT,DFW,Pittsburgh International Airport,Pittsburgh,PA,40.49147,-80.23287,07:35:00,08:15:00,00:40:00,03:13:00,0 days 02:56:00,0 days 02:35:00,1067,588,611.0,23.0,0,0
2015-09-24,4,WN,Southwest Airlines Co.,58,N511SW,ELP,HOU,El Paso International Airport,El Paso,TX,31.80667,-106.37781,16:20:00,16:15:00,23:55:00,01:50:00,0 days 01:47:00,0 days 01:31:00,677,1150,1142.0,-8.0,0,0
2015-05-21,4,WN,Southwest Airlines Co.,2884,N555LV,ATL,MKE,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,11:30:00,11:24:00,23:54:00,02:00:00,0 days 01:50:00,0 days 01:36:00,669,750,734.0,-16.0,0,0
2015-11-11,3,OO,Skywest Airlines Inc.,5370,N932EV,MBS,ORD,MBS International Airport,Saginaw,MI,43.53291,-84.07965,09:24:00,09:15:00,23:51:00,01:16:00,0 days 01:09:00,0 days 00:43:00,222,580,564.0,-16.0,0,1
2015-10-03,6,EV,Atlantic Southeast Airlines,6143,N13997,GRB,MSO,Green Bay-Austin Straubel International Airport,Green Bay,WI,44.48507,-88.12959,09:14:00,09:08:00,23:54:00,00:56:00,0 days 00:58:00,0 days 00:34:00,173,610,606.0,-4.0,0,0
2015-08-13,4,UA,United Air Lines Inc.,3,N76526,IAH,FLL,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,19:57:00,20:06:00,00:09:00,02:31:00,0 days 02:32:00,0 days 02:07:00,966,1408,1418.0,10.0,0,0
2015-12-23,3,EV,Atlantic Southeast Airlines,5945,N11551,BUF,ORD,Buffalo Niagara International Airport,Buffalo,NY,42.94052,-78.73217,07:25:00,07:58:00,00:33:00,02:00:00,0 days 02:06:00,0 days 01:25:00,474,505,544.0,39.0,0,0
2015-11-10,2,AA,American Airlines Inc.,724,N197UW,MCO,CLT,Orlando International Airport,Orlando,FL,28.42889,-81.31603,15:35:00,15:40:00,00:05:00,01:39:00,0 days 01:40:00,0 days 01:14:00,468,1034,1040.0,6.0,0,0
2015-01-13,2,OO,Skywest Airlines Inc.,5197,N507CA,PDX,SFO,Portland International Airport,Portland,OR,45.58872,-122.5975,10:36:00,10:53:00,00:17:00,01:54:00,0 days 01:45:00,0 days 01:29:00,550,750,758.0,8.0,0,0
2015-02-28,6,B6,JetBlue Airways,1668,N206JB,CHS,BOS,Charleston International Airport/Charleston AFB,Charleston,SC,32.89865,-80.04051,14:41:00,14:55:00,00:14:00,02:05:00,0 days 01:57:00,0 days 01:39:00,818,1006,1012.0,6.0,0,0
2015-07-20,1,VX,Virgin America,260,N636VA,LAS,JFK,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,22:10:00,21:56:00,23:46:00,04:49:00,0 days 04:35:00,0 days 04:07:00,2248,359,331.0,-28.0,0,0
2015-12-02,3,WN,Southwest Airlines Co.,2992,N663SW,DEN,LAS,Denver International Airport,Denver,CO,39.85841,-104.667,17:00:00,17:03:00,00:03:00,01:55:00,0 days 01:44:00,0 days 01:29:00,628,1075,1067.0,-8.0,0,0
2015-08-13,4,AS,Alaska Airlines Inc.,356,N514AS,SEA,OAK,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,21:45:00,21:41:00,23:56:00,02:05:00,0 days 02:28:00,0 days 01:54:00,672,1430,9.0,-1421.0,0,1
2015-10-22,4,AA,American Airlines Inc.,1191,N503AA,LIT,RDM,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,34.7294,-92.22425,11:49:00,11:48:00,23:59:00,01:49:00,0 days 01:41:00,0 days 01:23:00,631,818,809.0,-9.0,0,0
2015-12-16,3,MQ,American Eagle Airlines Inc.,3275,N1EAMQ,ORD,BNA,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,20:00:00,20:00:00,00:00:00,01:30:00,0 days 01:32:00,0 days 01:08:00,409,1290,1292.0,2.0,0,1
2015-10-08,4,EV,Atlantic Southeast Airlines,4943,N760EV,DCA,MBS,Ronald Reagan Washington National Airport,Arlington,VA,38.85208,-77.03772,15:05:00,15:03:00,23:58:00,01:34:00,0 days 01:30:00,0 days 01:06:00,349,999,993.0,-6.0,0,0
2015-06-17,3,AS,Alaska Airlines Inc.,644,N513AS,PDX,PHX,Portland International Airport,Portland,OR,45.58872,-122.5975,10:00:00,09:52:00,23:52:00,02:34:00,0 days 02:18:00,0 days 02:06:00,1009,754,730.0,-24.0,0,0
2015-05-29,5,AA,American Airlines Inc.,1484,N4YNAA,DFW,AUS,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,08:55:00,08:49:00,23:54:00,01:03:00,0 days 00:57:00,0 days 00:33:00,190,598,586.0,-12.0,0,1
2015-08-20,4,WN,Southwest Airlines Co.,1579,N642WN,MCO,ATL,Orlando International Airport,Orlando,FL,28.42889,-81.31603,16:25:00,16:36:00,00:11:00,01:40:00,0 days 01:47:00,0 days 01:12:00,404,1085,1103.0,18.0,0,0
2015-09-16,3,AA,American Airlines Inc.,1484,N566AA,DFW,AUS,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,09:10:00,09:13:00,00:03:00,01:04:00,0 days 00:58:00,0 days 00:33:00,190,614,611.0,-3.0,0,0
2015-11-22,7,DL,Delta Air Lines Inc.,754,N902DA,MSY,ATL,Louis Armstrong New Orleans International Airport,New Orleans,LA,29.99339,-90.25803,12:15:00,12:12:00,23:57:00,01:27:00,0 days 01:16:00,0 days 00:58:00,425,882,868.0,-14.0,0,0
2015-11-28,6,AA,American Airlines Inc.,1583,N4XHAA,IAH,DFW,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,21:15:00,21:11:00,23:56:00,01:17:00,0 days 01:14:00,0 days 00:40:00,224,1352,1345.0,-7.0,0,0
2015-01-21,3,OO,Skywest Airlines Inc.,5501,N776SK,ICT,LAX,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Wichita,KS,37.64996,-97.43305,18:15:00,18:15:00,00:00:00,03:27:00,0 days 03:01:00,0 days 02:44:00,1203,1182,1156.0,-26.0,0,0
2015-04-29,3,DL,Delta Air Lines Inc.,1849,N959AT,CLT,DTW,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,06:00:00,05:58:00,23:58:00,01:47:00,0 days 01:41:00,0 days 01:15:00,500,467,459.0,-8.0,0,0
2015-10-09,5,AA,American Airlines Inc.,2060,N124US,JLN,GRR,Joplin Regional Airport,Joplin,MO,37.15181,-94.49827,06:05:00,06:35:00,00:30:00,01:43:00,0 days 01:48:00,0 days 01:21:00,544,468,503.0,35.0,0,0
2015-03-16,1,NK,Spirit Air Lines,597,N522NK,MSP,FLL,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,01:15:00,01:10:00,23:55:00,03:26:00,0 days 03:05:00,0 days 02:47:00,1487,341,315.0,-26.0,0,0
2015-12-08,2,DL,Delta Air Lines Inc.,2084,N662DN,ATL,STL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,14:07:00,14:07:00,00:00:00,01:45:00,0 days 01:37:00,0 days 01:13:00,484,892,884.0,-8.0,0,0
2015-10-09,5,UA,United Air Lines Inc.,1806,N14228,MSO,PSE,Missoula International Airport,Missoula,MT,46.91631,-114.09056,09:00:00,09:04:00,00:04:00,02:46:00,0 days 02:42:00,0 days 02:00:00,733,646,646.0,0.0,0,0
2015-06-01,1,AA,American Airlines Inc.,101,N3CTAA,JFK,DCA,John F. Kennedy International Airport (New York International Airport),New York,NY,40.63975,-73.77893,15:00:00,15:02:00,00:02:00,01:40:00,0 days 02:05:00,0 days 00:57:00,213,1000,1027.0,27.0,0,0
2015-01-07,3,WN,Southwest Airlines Co.,321,N480WN,MHT,TPA,Manchester-Boston Regional Airport,Manchester,NH,42.93452,-71.43706,09:10:00,09:02:00,23:52:00,03:35:00,0 days 03:36:00,0 days 03:24:00,1204,765,758.0,-7.0,0,1
2015-11-15,7,DL,Delta Air Lines Inc.,1920,N955DL,EWR,ATL,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,11:46:00,11:41:00,23:55:00,02:30:00,0 days 02:08:00,0 days 01:48:00,746,856,829.0,-27.0,0,0
2015-01-21,3,MQ,American Eagle Airlines Inc.,3372,N506MQ,COU,ORD,Columbia Regional Airport,Columbia,MO,38.81809,-92.21963,06:00:00,05:53:00,23:53:00,01:18:00,0 days 01:42:00,0 days 00:57:00,315,438,455.0,17.0,0,0
2015-10-30,5,WN,Southwest Airlines Co.,2974,N378SW,OTZ,DHN,Ralph Wien Memorial Airport,Kotzebue,AK,66.88468,-162.59855,07:20:00,07:15:00,23:55:00,01:00:00,0 days 01:27:00,0 days 01:06:00,248,500,522.0,22.0,0,1
2015-11-08,7,UA,United Air Lines Inc.,1133,N75428,IAD,LAX,Washington Dulles International Airport,Chantilly,VA,38.94453,-77.45581,22:06:00,22:11:00,00:05:00,05:50:00,0 days 05:28:00,0 days 04:55:00,2288,56,39.0,-17.0,0,0
2015-05-01,5,EV,Atlantic Southeast Airlines,4636,N13997,CLE,DCA,Cleveland Hopkins International Airport,Cleveland,OH,41.41089,-81.8494,08:39:00,08:42:00,00:03:00,01:20:00,0 days 01:34:00,0 days 00:58:00,310,599,616.0,17.0,0,0
