DATE,DAY_OF_WEEK,AIRLINE_CODE,AIRLINE_COMPANY,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,AIRPORT,CITY,STATE,LATITUDE,LONGITUDE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED
2015-02-10,2,WN,Southwest Airlines Co.,2080,N8609A,AUS,MCO,Austin-Bergstrom International Airport,Austin,TX,30.19453,-97.66987,16:35:00,16:29:00,23:54:00,02:20:00,0 days 02:20:00,0 days 02:02:00,994,1195,1189.0,-6.0,0,0
2015-06-19,5,B6,JetBlue Airways,533,N643JB,BDL,TPA,Bradley International Airport,Windsor Locks,CT,41.93887,-72.68323,11:12:00,11:53:00,00:41:00,02:59:00,0 days 02:43:00,0 days 02:32:00,1111,851,876.0,25.0,0,0
2015-01-15,4,WN,Southwest Airlines Co.,3493,N363SW,ATL,OKC,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,20:40:00,21:20:00,00:40:00,02:40:00,0 days 02:16:00,0 days 01:55:00,761,1340,1356.0,16.0,0,0
2015-06-30,2,DL,Delta Air Lines Inc.,1304,N727TW,SFO,JFK,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,06:00:00,05:57:00,23:57:00,05:39:00,0 days 05:22:00,0 days 05:04:00,2586,879,859.0,-20.0,0,1
2015-05-24,7,EV,Atlantic Southeast Airlines,4484,N16149,IAH,MSP,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,12:50:00,12:47:00,23:57:00,02:56:00,0 days 02:38:00,0 days 02:10:00,1034,946,925.0,-21.0,0,0
2015-01-23,5,EV,Atlantic Southeast Airlines,2500,N904EV,LAW,DFW,Lawton-Fort Sill Regional Airport,Lawton,OK,34.56771,-98.41664,12:45:00,12:36:00,23:51:00,00:48:00,0 days 00:47:00,0 days 00:30:00,140,813,803.0,-10.0,0,1
2015-06-13,6,MQ,American Eagle Airlines Inc.,3507,N843MQ,ROC,ORD,Greater Rochester International Airport,Rochester,NY,43.11887,-77.67238,18:18:00,18:16:00,23:58:00,01:58:00,0 days 02:56:00,0 days 01:23:00,528,1156,1212.0,56.0,0,0
2015-01-20,2,AS,Alaska Airlines Inc.,836,N514AS,LIH,PDX,Lihue Airport,Lihue,HI,21.97598,-159.33896,11:50:00,11:35:00,23:45:00,05:30:00,0 days 05:20:00,0 days 05:03:00,2631,1160,1135.0,-25.0,0,0
2015-07-17,5,AA,American Airlines Inc.,1411,N3LLAA,ORD,MIA,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,06:00:00,05:57:00,23:57:00,03:07:00,0 days 03:19:00,0 days 02:33:00,1197,607,616.0,9.0,0,0
2015-03-06,5,UA,United Air Lines Inc.,1750,N27205,IAD,BOS,Washington Dulles International Airport,Chantilly,VA,38.94453,-77.45581,17:32:00,17:39:00,00:07:00,01:34:00,0 days 01:32:00,0 days 01:07:00,413,1146,1151.0,5.0,0,0
2015-01-20,2,OO,Skywest Airlines Inc.,6404,N106SY,SFO,EUG,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,08:29:00,08:29:00,00:00:00,01:33:00,0 days 01:40:00,0 days 01:18:00,451,602,609.0,7.0,0,0
2015-06-29,1,EV,Atlantic Southeast Airlines,5104,N722EV,CLE,MSP,Cleveland Hopkins International Airport,Cleveland,OH,41.41089,-81.8494,09:20:00,09:13:00,23:53:00,02:00:00,0 days 01:36:00,0 days 01:26:00,622,620,589.0,-31.0,0,0
2015-05-25,1,AA,American Airlines Inc.,1214,N3KVAA,DFW,SAN,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,17:05:00,18:43:00,01:38:00,03:15:00,0 days 02:51:00,0 days 02:39:00,1171,1100,1174.0,74.0,0,0
2015-08-13,4,AS,Alaska Airlines Inc.,440,N557AS,SEA,LAX,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,10:05:00,10:03:00,23:58:00,02:48:00,0 days 02:52:00,0 days 02:26:00,954,773,775.0,2.0,0,0
2015-11-23,1,OO,Skywest Airlines Inc.,5617,N779SK,DEN,TUL,Denver International Airport,Denver,CO,39.85841,-104.667,10:00:00,09:55:00,23:55:00,01:36:00,0 days 01:46:00,0 days 01:12:00,541,756,761.0,5.0,0,0
2015-09-25,5,DL,Delta Air Lines Inc.,1505,N830DN,MSP,SFO,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,17:50:00,17:42:00,23:52:00,04:06:00,0 days 03:49:00,0 days 03:22:00,1589,1196,1171.0,-25.0,0,0
2015-08-10,1,DL,Delta Air Lines Inc.,1829,N542US,DTW,MIA,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,07:38:00,07:35:00,23:57:00,02:57:00,0 days 02:44:00,0 days 02:23:00,1145,635,619.0,-16.0,0,0
2015-10-25,7,WN,Southwest Airlines Co.,1055,N267WN,MDW,SHV,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,11:35:00,11:42:00,00:07:00,01:40:00,0 days 01:32:00,0 days 01:19:00,602,855,854.0,-1.0,0,0
2015-02-20,5,F9,Frontier Airlines Inc.,1298,N932FR,PHX,CVG,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,00:15:00,00:33:00,00:18:00,03:25:00,0 days 03:25:00,0 days 02:50:00,1569,340,358.0,18.0,0,0
2015-11-01,7,WN,Southwest Airlines Co.,5899,N269WN,MKE,LGA,General Mitchell International Airport,Milwaukee,WI,42.94722,-87.89658,16:15:00,16:13:00,23:58:00,02:10:00,0 days 01:48:00,0 days 01:35:00,738,1165,1141.0,-24.0,0,0
2015-06-05,5,UA,United Air Lines Inc.,234,N429UA,IAH,SEA,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,15:38:00,16:16:00,00:38:00,04:32:00,0 days 04:35:00,0 days 04:06:00,1874,1090,1131.0,41.0,0,0
2015-04-07,2,B6,JetBlue Airways,1352,N608JB,MCO,BOS,Orlando International Airport,Orlando,FL,28.42889,-81.31603,20:50:00,20:42:00,23:52:00,02:47:00,0 days 02:43:00,0 days 02:21:00,1121,1417,1405.0,-12.0,0,0
2015-11-15,7,F9,Frontier Airlines Inc.,733,N921FR,CVG,DEN,Cincinnati/Northern Kentucky International Airport,Covington,KY,39.04614,-84.66217,06:05:00,05:54:00,23:49:00,03:16:00,0 days 02:58:00,0 days 02:26:00,1069,441,412.0,-29.0,0,0
2015-03-08,7,OO,Skywest Airlines Inc.,5394,N964SW,SFO,OTH,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,12:06:00,11:57:00,23:51:00,01:34:00,0 days 01:29:00,0 days 01:04:00,412,820,806.0,-14.0,0,0
2015-05-01,5,AA,American Airlines Inc.,23,N3ABAA,LAX,LAS,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,18:05:00,18:01:00,23:56:00,01:12:00,0 days 01:35:00,0 days 00:49:00,236,1157,1176.0,19.0,0,0
2015-05-14,4,US,US Airways Inc.,2122,N949UW,LGA,BOS,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,19:00:00,18:56:00,23:56:00,01:14:00,0 days 00:59:00,0 days 00:35:00,184,1214,1195.0,-19.0,0,0
2015-02-15,7,DL,Delta Air Lines Inc.,820,N326NB,SNA,MSP,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,13:00:00,12:47:00,23:47:00,03:32:00,0 days 03:19:00,0 days 03:02:00,1522,1112,1086.0,-26.0,0,0
2015-03-17,2,DL,Delta Air Lines Inc.,2286,N988DL,ATL,MEM,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,21:40:00,22:06:00,00:26:00,01:28:00,0 days 01:14:00,0 days 00:54:00,332,1328,1340.0,12.0,0,0
2015-02-11,3,DL,Delta Air Lines Inc.,1719,N819DN,DTW,LAX,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,12:00:00,11:57:00,23:57:00,05:10:00,0 days 04:51:00,0 days 04:09:00,1979,850,828.0,-22.0,0,0
2015-12-02,3,EV,Atlantic Southeast Airlines,4693,N14923,STL,EWR,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,09:05:00,09:19:00,00:14:00,02:25:00,0 days 02:19:00,0 days 01:54:00,872,750,758.0,8.0,0,1
2015-11-23,1,OO,Skywest Airlines Inc.,7379,N629BR,CDC,SLC,Cedar City Regional Airport,Cedar City,UT,37.70097,-113.09858,09:30:00,09:35:00,00:05:00,01:00:00,0 days 00:57:00,0 days 00:40:00,221,630,632.0,2.0,0,0
2015-09-17,4,DL,Delta Air Lines Inc.,2330,N904DE,ATL,TPA,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,12:30:00,12:28:00,23:58:00,01:24:00,0 days 01:26:00,0 days 01:04:00,406,834,834.0,0.0,0,0
2015-09-03,4,EV,Atlantic Southeast Airlines,4944,N195PQ,XNA,ATL,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,36.28187,-94.30681,15:25:00,15:28:00,00:03:00,01:40:00,0 days 01:50:00,0 days 01:22:00,589,1085,1098.0,13.0,0,0
2015-12-28,1,WN,Southwest Airlines Co.,121,N8606C,DEN,MCO,Denver International Airport,Denver,CO,39.85841,-104.667,14:45:00,14:47:00,00:02:00,03:25:00,0 days 03:27:00,0 days 03:07:00,1546,1210,1214.0,4.0,0,0
2015-07-21,2,WN,Southwest Airlines Co.,1280,N458WN,ATL,DCA,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,13:05:00,13:01:00,23:56:00,01:50:00,0 days 01:38:00,0 days 01:20:00,547,895,879.0,-16.0,0,0
2015-08-18,2,UA,United Air Lines Inc.,1591,N37281,AUS,SFO,Austin-Bergstrom International Airport,Austin,TX,30.19453,-97.66987,12:51:00,13:31:00,00:40:00,03:49:00,0 days 03:33:00,0 days 03:17:00,1504,880,904.0,24.0,0,0
2015-05-20,3,UA,United Air Lines Inc.,1510,N68822,IAH,SAN,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,21:35:00,21:38:00,00:03:00,03:28:00,0 days 03:30:00,0 days 03:08:00,1303,1383,1388.0,5.0,0,0
2015-09-10,4,UA,United Air Lines Inc.,1994,N68823,SFO,ORD,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,10:01:00,10:01:00,00:00:00,04:19:00,0 days 04:12:00,0 days 03:37:00,1846,980,973.0,-7.0,0,1
2015-12-17,4,AS,Alaska Airlines Inc.,70,N706AS,ANC,JNU,Ted Stevens Anchorage International Airport,Anchorage,AK,61.17432,-149.99619,19:53:00,19:56:00,00:03:00,01:40:00,0 days 01:47:00,0 days 01:26:00,571,1293,1303.0,10.0,0,0
2015-04-20,1,EV,Atlantic Southeast Airlines,4392,N14573,IAH,BHM,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,14:09:00,14:13:00,00:04:00,01:47:00,0 days 01:32:00,0 days 01:13:00,562,956,945.0,-11.0,0,1
2015-06-23,2,EV,Atlantic Southeast Airlines,4729,N16919,ORD,CLT,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,20:56:00,20:49:00,23:53:00,01:57:00,0 days 01:47:00,0 days 01:25:00,599,1433,1416.0,-17.0,0,0
2015-02-20,5,US,US Airways Inc.,625,N804AW,PHX,BOI,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,10:37:00,11:25:00,00:48:00,02:12:00,0 days 02:17:00,0 days 01:53:00,735,769,822.0,53.0,0,0
2015-01-21,3,EV,Atlantic Southeast Airlines,5143,N925EV,ROA,ATL,Roanoke Regional Airport (Woodrum Field),Roanoke,VA,37.32547,-79.97543,10:55:00,10:45:00,23:50:00,01:25:00,0 days 01:11:00,0 days 00:57:00,357,740,716.0,-24.0,0,0
2015-11-23,1,NK,Spirit Air Lines,520,N508NK,LAS,MCI,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,01:00:00,00:58:00,23:58:00,02:32:00,0 days 02:30:00,0 days 02:14:00,1139,332,328.0,-4.0,0,0
2015-02-17,2,OO,Skywest Airlines Inc.,2714,N897SK,PHX,ABQ,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,09:52:00,09:51:00,23:59:00,01:19:00,0 days 01:17:00,0 days 00:46:00,328,671,668.0,-3.0,0,0
2015-12-12,6,MQ,American Eagle Airlines Inc.,3158,N925MQ,LAW,DFW,Lawton-Fort Sill Regional Airport,Lawton,OK,34.56771,-98.41664,10:25:00,10:16:00,23:51:00,00:54:00,0 days 00:47:00,0 days 00:36:00,140,679,663.0,-16.0,0,0
2015-10-30,5,DL,Delta Air Lines Inc.,2343,N910AT,EUG,ADQ,Eugene Airport (Mahlon Sweet Field),Eugene,OR,44.12326,-123.21869,07:25:00,07:25:00,00:00:00,02:11:00,0 days 02:10:00,0 days 01:42:00,746,576,575.0,-1.0,0,0
2015-07-08,3,WN,Southwest Airlines Co.,4123,N8604K,MCO,DEN,Orlando International Airport,Orlando,FL,28.42889,-81.31603,17:50:00,17:48:00,23:58:00,04:00:00,0 days 03:59:00,0 days 03:21:00,1546,1190,1187.0,-3.0,0,0
2015-12-19,6,B6,JetBlue Airways,1199,N505JB,LGA,MCO,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,13:55:00,13:55:00,00:00:00,02:55:00,0 days 02:49:00,0 days 02:19:00,950,1010,1004.0,-6.0,0,1
2015-08-10,1,AA,American Airlines Inc.,276,N3KFAA,ORD,LGA,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,06:00:00,05:58:00,23:58:00,02:05:00,0 days 01:57:00,0 days 01:39:00,733,545,535.0,-10.0,0,0
2015-05-05,2,HA,Hawaiian Airlines Inc.,397,N490HA,KOA,HNL,Kona International Airport at Keahole,Kailua/Kona,HI,19.73877,-156.04563,21:19:00,21:03:00,23:44:00,00:43:00,0 days 00:44:00,0 days 00:31:00,163,1322,1307.0,-15.0,0,0
2015-10-24,6,OO,Skywest Airlines Inc.,4466,N613SK,ILM,PSP,Wilmington International Airport,Wilmington,NC,34.27061,-77.90256,12:45:00,12:38:00,23:53:00,01:03:00,0 days 00:51:00,0 days 00:34:00,205,828,809.0,-19.0,0,0
2015-11-10,2,EV,Atlantic Southeast Airlines,5087,N844AS,MLU,ATL,Monroe Regional Airport,Monroe,LA,32.51087,-92.03769,11:44:00,11:40:00,23:56:00,01:30:00,0 days 01:31:00,0 days 01:12:00,448,854,851.0,-3.0,0,0
2015-02-12,4,WN,Southwest Airlines Co.,4256,N415WN,DEN,LAS,Denver International Airport,Denver,CO,39.85841,-104.667,21:15:00,21:10:00,23:55:00,02:00:00,0 days 01:36:00,0 days 01:23:00,628,1335,1306.0,-29.0,0,0
2015-11-29,7,MQ,American Eagle Airlines Inc.,3380,N8EGMQ,MDT,ORD,Harrisburg International Airport,Harrisburg,PA,40.1935,-76.7634,18:20:00,18:11:00,23:51:00,02:20:00,0 days 02:05:00,0 days 01:35:00,594,1180,1156.0,-24.0,0,0
2015-08-12,3,WN,Southwest Airlines Co.,2805,N230WN,TUL,DEN,Tulsa International Airport,Tulsa,OK,36.19837,-95.88824,19:40:00,20:13:00,00:33:00,01:45:00,0 days 01:28:00,0 days 01:16:00,541,1225,1241.0,16.0,0,1
2015-12-02,3,EV,Atlantic Southeast Airlines,5169,N748EV,DTW,ALB,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,14:15:00,14:10:00,23:55:00,01:33:00,0 days 01:24:00,0 days 01:09:00,489,948,934.0,-14.0,0,0
2015-05-07,4,AA,American Airlines Inc.,1692,N3CHAA,MCO,ORD,Orlando International Airport,Orlando,FL,28.42889,-81.31603,11:10:00,11:19:00,00:09:00,02:55:00,0 days 02:45:00,0 days 02:23:00,1005,785,784.0,-1.0,0,0
2015-12-09,3,DL,Delta Air Lines Inc.,2174,N384DA,DTW,BOS,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,15:25:00,15:17:00,23:52:00,01:55:00,0 days 01:54:00,0 days 01:24:00,632,1040,1031.0,-9.0,0,0
2015-04-26,7,OO,Skywest Airlines Inc.,4740,N632SK,GEG,SEA,Spokane International Airport,Spokane,WA,47.61986,-117.53384,05:50:00,05:42:00,23:52:00,01:06:00,0 days 01:24:00,0 days 00:43:00,224,416,426.0,10.0,0,0
2015-06-18,4,AS,Alaska Airlines Inc.,505,N528AS,SNA,SEA,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,19:55:00,19:45:00,23:50:00,02:25:00,0 days 02:35:00,0 days 02:21:00,978,1340,1340.0,0.0,0,0
2015-09-10,4,AS,Alaska Airlines Inc.,777,N590AS,TPA,SEA,Tampa International Airport,Tampa,FL,27.97547,-82.53325,18:20:00,18:38:00,00:18:00,05:50:00,0 days 05:55:00,0 days 05:39:00,2520,1270,1293.0,23.0,0,0
2015-06-21,7,EV,Atlantic Southeast Airlines,4929,N844AS,ATL,GPT,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,18:42:00,18:42:00,00:00:00,01:25:00,0 days 01:11:00,0 days 00:56:00,352,1147,1133.0,-14.0,0,1
2015-06-20,6,US,US Airways Inc.,1733,N152UW,MCO,PHX,Orlando International Airport,Orlando,FL,28.42889,-81.31603,20:40:00,21:05:00,00:25:00,04:19:00,0 days 04:14:00,0 days 03:53:00,1849,1319,1339.0,20.0,0,0
2015-07-05,7,EV,Atlantic Southeast Airlines,5782,N24103,LIT,IAH,Bill and Hillary Clinton National Airport (Adams Field),Little Rock,AR,34.7294,-92.22425,06:40:00,06:37:00,23:57:00,01:30:00,0 days 01:24:00,0 days 01:02:00,374,490,481.0,-9.0,0,0
2015-12-27,7,WN,Southwest Airlines Co.,1996,N473WN,DAL,LGA,Dallas Love Field,Dallas,TX,32.84711,-96.85177,07:05:00,07:41:00,00:36:00,03:10:00,0 days 03:11:00,0 days 02:49:00,1381,675,712.0,37.0,0,0
2015-09-16,3,EV,Atlantic Southeast Airlines,5222,N917EV,ATL,OAJ,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,09:05:00,09:55:00,00:50:00,01:24:00,0 days 01:18:00,0 days 00:56:00,399,629,673.0,44.0,0,0
2015-02-26,4,UA,United Air Lines Inc.,481,N828UA,PIT,DEN,Pittsburgh International Airport,Pittsburgh,PA,40.49147,-80.23287,16:29:00,16:40:00,00:11:00,03:46:00,0 days 03:24:00,0 days 03:05:00,1290,1095,1084.0,-11.0,0,0
2015-10-06,2,WN,Southwest Airlines Co.,2930,N258WN,BQK,OTH,Brunswick Golden Isles Airport,Brunswick,GA,31.25903,-81.46631,13:55:00,13:48:00,23:53:00,02:10:00,0 days 01:55:00,0 days 01:37:00,666,965,943.0,-22.0,0,0
2015-10-14,3,AS,Alaska Airlines Inc.,123,N607AS,MDW,GJT,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,13:35:00,13:59:00,00:24:00,03:45:00,0 days 03:51:00,0 days 03:30:00,1533,980,1010.0,30.0,0,0
2015-01-05,1,OO,Skywest Airlines Inc.,5556,N103SY,AUS,ORD,Austin-Bergstrom International Airport,Austin,TX,30.19453,-97.66987,06:00:00,06:00:00,00:00:00,02:47:00,0 days 02:56:00,0 days 02:10:00,978,527,536.0,9.0,0,1
2015-10-09,5,AA,American Airlines Inc.,1902,N704US,JAX,PAH,Jacksonville International Airport,Jacksonville,FL,30.49406,-81.68786,07:10:00,07:07:00,23:57:00,02:12:00,0 days 02:06:00,0 days 01:48:00,759,562,553.0,-9.0,0,0
2015-10-19,1,WN,Southwest Airlines Co.,464,N727SW,AKN,IAD,King Salmon Airport,King Salmon,AK,58.6768,-156.64922,06:45:00,06:41:00,23:56:00,01:50:00,0 days 01:43:00,0 days 01:26:00,587,515,504.0,-11.0,0,1
2015-07-14,2,DL,Delta Air Lines Inc.,575,N997AT,EWR,ATL,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,06:00:00,05:56:00,23:56:00,02:16:00,0 days 02:11:00,0 days 01:44:00,746,496,487.0,-9.0,0,0
2015-01-25,7,WN,Southwest Airlines Co.,4130,N556WN,LAS,LAX,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,21:50:00,21:51:00,00:01:00,01:05:00,0 days 01:13:00,0 days 00:38:00,236,1375,1384.0,9.0,0,0
2015-08-22,6,DL,Delta Air Lines Inc.,348,N3743H,SJU,JFK,Luis Muñoz Marín International Airport,San Juan,PR,18.43942,-66.00183,19:55:00,20:09:00,00:14:00,03:58:00,0 days 03:55:00,0 days 03:25:00,1598,1433,4.0,-1429.0,0,0
2015-12-23,3,AA,American Airlines Inc.,1776,N963UW,PBI,LGA,Palm Beach International Airport,West Palm Beach,FL,26.68316,-80.09559,13:35:00,15:18:00,01:43:00,02:42:00,0 days 02:45:00,0 days 02:30:00,1035,977,1083.0,106.0,0,0
2015-12-29,2,WN,Southwest Airlines Co.,498,N780SW,ATL,BWI,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,17:40:00,18:47:00,01:07:00,01:50:00,0 days 01:41:00,0 days 01:17:00,577,1170,1228.0,58.0,0,0
2015-09-22,2,DL,Delta Air Lines Inc.,2342,N674DL,JAX,ATL,Jacksonville International Airport,Jacksonville,FL,30.49406,-81.68786,14:15:00,14:13:00,23:58:00,01:30:00,0 days 01:22:00,0 days 00:48:00,270,945,935.0,-10.0,0,0
2015-03-07,6,WN,Southwest Airlines Co.,3792,N296WN,MDW,PVD,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,13:35:00,13:35:00,00:00:00,02:05:00,0 days 01:59:00,0 days 01:42:00,842,1000,994.0,-6.0,0,0
2015-10-15,4,WN,Southwest Airlines Co.,1047,N704SW,JAC,ICT,Jackson Hole Airport,Jackson,WY,43.60732,-110.73774,07:40:00,07:39:00,23:59:00,02:10:00,0 days 01:48:00,0 days 01:32:00,725,650,627.0,-23.0,0,0
2015-04-27,1,WN,Southwest Airlines Co.,4924,N7718B,BNA,PIT,Nashville International Airport,Nashville,TN,36.12448,-86.67818,21:40:00,23:28:00,01:48:00,01:25:00,0 days 01:18:00,0 days 01:03:00,462,5,106.0,101.0,0,0
2015-03-21,6,US,US Airways Inc.,437,N559UW,SLC,PHX,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,13:35:00,13:29:00,23:54:00,01:34:00,0 days 01:36:00,0 days 01:18:00,507,849,845.0,-4.0,0,0
2015-04-21,2,WN,Southwest Airlines Co.,2509,N659SW,LAX,PHX,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,05:55:00,05:50:00,23:55:00,01:20:00,0 days 01:19:00,0 days 00:56:00,370,435,429.0,-6.0,0,1
2015-03-08,7,AA,American Airlines Inc.,1605,N5FLAA,MIA,DFW,Miami International Airport,Miami,FL,25.79325,-80.29056,13:30:00,13:25:00,23:55:00,03:19:00,0 days 03:06:00,0 days 02:46:00,1121,949,931.0,-18.0,0,0
2015-01-11,7,OO,Skywest Airlines Inc.,6455,N237SW,SFO,FAT,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,10:35:00,11:40:00,01:05:00,01:03:00,0 days 01:16:00,0 days 00:45:00,158,698,776.0,78.0,0,0
2015-02-16,1,OO,Skywest Airlines Inc.,4681,N455SW,EUG,SLC,Eugene Airport (Mahlon Sweet Field),Eugene,OR,44.12326,-123.21869,06:15:00,06:15:00,00:00:00,01:55:00,0 days 01:45:00,0 days 01:30:00,618,550,540.0,-10.0,0,0
2015-06-28,7,OO,Skywest Airlines Inc.,4541,N440SW,LWS,SLC,Lewiston-Nez Perce County Airport,Lewiston,ID,46.3745,-117.01539,05:25:00,05:19:00,23:54:00,01:24:00,0 days 01:20:00,0 days 01:04:00,461,469,459.0,-10.0,0,0
2015-06-15,1,UA,United Air Lines Inc.,596,N418UA,DEN,LGA,Denver International Airport,Denver,CO,39.85841,-104.667,12:36:00,13:19:00,00:43:00,03:53:00,0 days 04:42:00,0 days 04:08:00,1620,1109,1201.0,92.0,0,0
2015-04-14,2,WN,Southwest Airlines Co.,894,N758SW,RDU,FLL,Raleigh-Durham International Airport,Raleigh,NC,35.87764,-78.78747,06:30:00,06:31:00,00:01:00,02:00:00,0 days 01:51:00,0 days 01:35:00,680,510,502.0,-8.0,0,0
2015-05-16,6,MQ,American Eagle Airlines Inc.,3642,N679MQ,DFW,CVG,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,18:30:00,18:27:00,23:57:00,02:23:00,0 days 02:08:00,0 days 01:46:00,812,1313,1295.0,-18.0,0,0
2015-12-16,3,WN,Southwest Airlines Co.,437,N551WN,TUL,DAL,Tulsa International Airport,Tulsa,OK,36.19837,-95.88824,12:55:00,13:00:00,00:05:00,01:00:00,0 days 00:58:00,0 days 00:47:00,237,835,838.0,3.0,0,0
2015-01-27,2,WN,Southwest Airlines Co.,260,N612SW,ATL,CMH,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,09:25:00,09:20:00,23:55:00,01:45:00,0 days 01:48:00,0 days 01:16:00,447,670,668.0,-2.0,0,0
2015-01-03,6,VX,Virgin America,710,N853VA,SFO,DAL,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,07:20:00,07:28:00,00:08:00,03:20:00,0 days 03:20:00,0 days 03:00:00,1476,760,768.0,8.0,0,0
2015-07-11,6,WN,Southwest Airlines Co.,4328,N400WN,RDU,TPA,Raleigh-Durham International Airport,Raleigh,NC,35.87764,-78.78747,06:15:00,06:13:00,23:58:00,01:45:00,0 days 01:27:00,0 days 01:18:00,587,480,460.0,-20.0,0,0
2015-11-11,3,B6,JetBlue Airways,885,N239JB,JFK,RDU,John F. Kennedy International Airport (New York International Airport),New York,NY,40.63975,-73.77893,08:00:00,07:56:00,23:56:00,01:46:00,0 days 01:35:00,0 days 01:07:00,427,586,571.0,-15.0,0,0
2015-08-04,2,B6,JetBlue Airways,379,N590JB,LAS,LGB,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,13:09:00,13:39:00,00:30:00,01:06:00,0 days 00:57:00,0 days 00:42:00,231,855,876.0,21.0,0,0
2015-08-15,6,AA,American Airlines Inc.,197,N3AVAA,ORD,LAS,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,20:37:00,20:51:00,00:14:00,04:05:00,0 days 03:40:00,0 days 03:08:00,1514,1362,1351.0,-11.0,0,0
2015-05-10,7,OO,Skywest Airlines Inc.,5256,N738SK,COS,IAH,City of Colorado Springs Municipal Airport,Colorado Springs,CO,38.80581,-104.70025,15:22:00,15:18:00,23:56:00,02:08:00,0 days 02:28:00,0 days 02:11:00,809,1110,1126.0,16.0,0,0
2015-12-14,1,AA,American Airlines Inc.,2210,N018AA,SAT,DFW,San Antonio International Airport,San Antonio,TX,29.53369,-98.46978,11:35:00,11:29:00,23:54:00,01:13:00,0 days 00:55:00,0 days 00:37:00,247,768,744.0,-24.0,0,0
2015-08-11,2,WN,Southwest Airlines Co.,3046,N400WN,STL,LAS,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,06:50:00,06:44:00,23:54:00,03:30:00,0 days 03:14:00,0 days 03:02:00,1371,500,478.0,-22.0,0,0
